121.7817	1.86E-01	0.0026	1.06E-03
244.6974	1.53E-01	0.0027	8.34E-04
344.2785	1.32E-01	0.0014	9.98E-04
367.7891	1.27E-01	0.0170	8.91E-03
443.9606	1.13E-01	0.0060	6.64E-04
656.4890	9.29E-02	0.0610	1.66E-03
778.9045	8.31E-02	0.0020	5.25E-04
964.0570	7.54E-02	0.0020	6.76E-04
1112.0760	6.73E-02	0.0026	1.14E-04
1212.9480	6.60E-02	0.0110	4.68E-04
1408.0180	6.10E-02	0.0030	7.55E-05
