1	128.737	121.782	0.5	0.1
1	258.35	244.697	0.5	0.1
1	363.383	344.279	0.5	0.1
1	823.685	778.9045	0.5	0.1
1	1489.25	1408.018	0.5	0.1
2	65.8012	121.782	0.5	0.1
2	131.854	244.697	0.5	0.1
2	185.593	344.279	0.5	0.1
2	419.713	778.9045	0.5	0.1
2	758.817	1408.018	0.5	0.1
3	128.167	121.782	0.5	0.1
3	257.416	244.697	0.5	0.1
3	362.153	344.279	0.5	0.1
3	820.243	778.9045	0.5	0.1
3	1482.45	1408.018	0.5	0.1
4	132.167	121.782	0.5	0.1
4	266.538	244.697	0.5	0.1
4	374.43	344.279	0.5	0.1
4	845.45	778.9045	0.5	0.1
4	1527.53	1408.018	0.5	0.1
5	108.924	121.782	0.5	0.1
5	219.07	244.697	0.5	0.1
5	308.31	344.279	0.5	0.1
5	699.39	778.9045	0.5	0.1
5	1263.33	1408.018	0.5	0.1
6	108.39	121.782	0.5	0.1
6	215.19	244.697	0.5	0.1
6	301.84	344.279	0.5	0.1
6	679.58	778.9045	0.5	0.1
6	1227.81	1408.018	0.5	0.1
7	117.84	121.782	0.5	0.1
7	236.6	244.697	0.5	0.1
7	334.35	344.279	0.5	0.1
7	755.215	778.9045	0.5	0.1
7	1365.58	1408.018	0.5	0.1
8	115.05	121.782	0.5	0.1
8	231.19	244.697	0.5	0.1
8	325.38	344.279	0.5	0.1
8	736.736	778.9045	0.5	0.1
8	1332.36	1408.018	0.5	0.1
9	112.37	121.782	0.5	0.1
9	225.45	244.697	0.5	0.1
9	317.33	344.279	0.5	0.1
9	719.03	778.9045	0.5	0.1
9	1300.32	1408.018	0.5	0.1
10	123.94	121.782	0.5	0.1
10	248.83	244.697	0.5	0.1
10	350.053	344.279	0.5	0.1
10	793.18	778.9045	0.5	0.1
10	1434.31	1408.018	0.5	0.1
11	115.33	121.782	0.5	0.1
11	231.95	244.697	0.5	0.1
11	325.93	344.279	0.5	0.1
11	739.263	778.9045	0.5	0.1
11	1335.96	1408.018	0.5	0.1
12	124.635	121.782	0.5	0.1
12	250.19	244.697	0.5	0.1
12	352.042	344.279	0.5	0.1
12	795.63	778.9045	0.5	0.1
12	1438.6	1408.018	0.5	0.1
13	116.7	121.782	0.5	0.1
13	234.47	244.697	0.5	0.1
13	329.89	344.279	0.5	0.1
13	751.2	778.9045	0.5	0.1
13	1356.77	1408.018	0.5	0.1
14	117.11	121.782	0.5	0.1
14	235.49	244.697	0.5	0.1
14	333.06	344.279	0.5	0.1
14	752.08	778.9045	0.5	0.1
14	1360.12	1408.018	0.5	0.1
15	119.38	121.782	0.5	0.1
15	239.61	244.697	0.5	0.1
15	337.54	344.279	0.5	0.1
15	764.49	778.9045	0.5	0.1
15	1383.17	1408.018	0.5	0.1
16	118.88	121.782	0.5	0.1
16	239.05	244.697	0.5	0.1
16	336.18	344.279	0.5	0.1
16	764.58	778.9045	0.5	0.1
16	1382.76	1408.018	0.5	0.1
17	123.28	121.782	0.5	0.1
17	247.207	244.697	0.5	0.1
17	347.67	344.279	0.5	0.1
17	786.37	778.9045	0.5	0.1
17	1422.35	1408.018	0.5	0.1
18	127.444	121.782	0.5	0.1
18	258.64	244.697	0.5	0.1
18	362.72	344.279	0.5	0.1
18	816.18	778.9045	0.5	0.1
18	1475.36	1408.018	0.5	0.1
19	127.223	121.782	0.5	0.1
19	256.333	244.697	0.5	0.1
19	360.42	344.279	0.5	0.1
19	818.115	778.9045	0.5	0.1
19	1478.58	1408.018	0.5	0.1
20	135.75	121.782	0.5	0.1
20	271.99	244.697	0.5	0.1
20	382.735	344.279	0.5	0.1
20	868.23	778.9045	0.5	0.1
20	1570.13	1408.018	0.5	0.1
24	129.93	121.782	0.5	0.1
24	260.04	244.697	0.5	0.1
24	365.26	344.279	0.5	0.1
24	826.38	778.9045	0.5	0.1
24	1493.98	1408.018	0.5	0.1
25	119.77	121.782	0.5	0.1
25	240.38	244.697	0.5	0.1
25	338.089	344.279	0.5	0.1
25	766.12	778.9045	0.5	0.1
25	1385.44	1408.018	0.5	0.1
26	128.42	121.782	0.5	0.1
26	258.14	244.697	0.5	0.1
26	363.055	344.279	0.5	0.1
26	822.36	778.9045	0.5	0.1
26	1486.93	1408.018	0.5	0.1
27	126.94	121.782	0.5	0.1
27	254.582	244.697	0.5	0.1
27	357.88	344.279	0.5	0.1
27	809.15	778.9045	0.5	0.1
27	1462.57	1408.018	0.5	0.1
28	129.7	121.782	0.5	0.1
28	260.53	244.697	0.5	0.1
28	366.25	344.279	0.5	0.1
28	827.89	778.9045	0.5	0.1
28	1497.56	1408.018	0.5	0.1
29	154.783	121.782	0.5	0.1
29	311	244.697	0.5	0.1
29	437.43	344.279	0.5	0.1
29	988.08	778.9045	0.5	0.1
29	1785.86	1408.018	0.5	0.1
30	152.66	121.782	0.5	0.1
30	306.35	244.697	0.5	0.1
